Item ID	Item value	Change in Kuiper test statistic when item removed
NRP1	23.874660159597	-0.00938775510204104
CDKN1B	12.4938367210258	0.011020408163265105
CITED2	11.1299652825687	0.011020408163265105
PTPRM	23.2399735479907	-0.00938775510204104
LAMC1	22.6774500369341	-0.00938775510204104
SYNE1	23.112357010572	-0.00938775510204104
IGF1R	22.6596313469501	-0.00938775510204104
RGS4	10.5870294533028	0.011020408163265105
DBP	11.6250461301041	0.011020408163265105
CCN1	9.3318620487745	0.011020408163265105
CDON	23.3836787358818	-0.00938775510204104
ABCC1	0.470847361744642	-0.009387755102040984
IGFBP5	13.3270629469573	0.011020408163265105
DUSP1	9.49619848864867	0.011020408163265105
PRKCE	1.34766880703878	0.011020408163265105
ANXA4	0.510362880485667	-0.009387755102040984
BCKDHB	22.9473110919911	-0.00938775510204104
MAGI2	23.7416457646046	-0.00938775510204104
RUNX1	19.6689816303047	0.011020408163265105
VAV2	23.8023438007604	-0.00938775510204104
TGFBR3	22.7758781581914	-0.00938775510204104
INPP4B	22.7924526155516	-0.00938775510204104
PLCB4	22.4169909840025	-0.0040423554609827494
MAP1B	11.9100763370419	0.011020408163265105
KCNMA1	0.393866921198469	-0.009387755102040984
PPARG	22.5452805753879	-0.00938775510204104
SDC2	17.5405951538876	0.011020408163265105
INSIG1	13.3460334518685	0.011020408163265105
COL11A1	23.5930301549693	-0.00938775510204104
CACNA1A	0.221850469321108	-0.009387755102040984
PIK3R3	21.0008585318056	0.011020408163265105
SRI	12.7067870348098	0.011020408163265105
ADD3	20.8989687706828	0.011020408163265105
LTBP1	22.9598824977679	-0.00938775510204104
ATXN1	2.30398907835286	0.011020408163265105
GRK5	2.73665419681497	0.011020408163265105
APBB2	0.857447472498533	-1.8113043868539513E-4
MAP2K5	22.9461750929603	-0.00938775510204104
DMAC2L	10.2871403791836	0.011020408163265105
RBPMS	8.81492935432692	0.011020408163265105
MGMT	0.452791827480523	-0.009387755102040984
BDNF	5.66279124048814	0.011020408163265105
NEK7	18.8476772893152	0.011020408163265105
NR1D2	13.0984251667453	0.011020408163265105
CDC42BPA	22.7680275875188	-0.00938775510204104
NFKB1	23.252271167682	-0.00938775510204104
TJP1	22.6330977500287	-0.00938775510204104
DLC1	23.9329699388623	-0.00938775510204104
COL5A2	0.636488480577999	-0.009387755102040984
BHLHE40	10.147278771708	0.011020408163265105
