"Term.name","P.value","Z.score","Combined.score","Overlapping.genes","Adjusted.p.value","Old.p.value","Old.adjusted.p.value","gene.count","TF_NAME","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ","cycling_PRTN_CTL_BHQ","cycling_PRTN_AD_BHQ","DR_PRTN_BHQ","DM_PRTN_BHQ"
"PML",0.00584476013049463,6.00666956647818,30.8875546494545,"['TDG', 'SIAH1', 'RNF4', 'GTF2E1']",0.321461807177205,0,0,4,"PML",0.321461807177205,0.585109963172866,0.00274582966898476,0.566400639802039,0.565657548712886,1.45419742057337,0.247916741109921,0.232931630611268,0.0835128745249924,0.9016568161225,0.539119712859734,0.833091166553266
"RARA",0.0385623292315428,4.2495894909688,13.8344510704507,"['NRIP2', 'TDG', 'SIAH1']",0.655841224316517,0,0,3,"RARA",0.655841224316517,0.00198338332342482,0.345129403687738,NA,NA,NA,0.113297939708661,0.166218112366803,NA,NA,NA,NA
"RFX5",0.0780993085266872,13.4166666666667,34.2094688512193,"['CD74']",0.655841224316517,0,0,1,"RFX5",0.655841224316517,2.74292497856261e-10,8.10708441051652e-09,0.735943358549628,0.73604346991408,0.315420713179113,0.545461600122586,0.790868736407654,NA,NA,NA,NA
"CREB1",0.0973294024877004,3.95696057893735,9.21834964043028,"['CD74', 'CCDC6']",0.655841224316517,0,0,2,"CREB1",0.655841224316517,0.203842840058736,0.164067012684051,NA,NA,NA,0.438563819938428,0.694495446885467,0.14229652610327,0.479017459204903,NA,0.689091370503716
"TBP",0.119586593084169,3.48279912737036,7.39647115264265,"['RNF4', 'GTF2E1']",0.655841224316517,0,0,2,"TBP",0.655841224316517,0.036002206795498,0.00674214328898109,NA,NA,NA,0.852087170080008,0.441045125638599,NA,NA,NA,NA
"POU5F1",0.129320512275193,2.49271491015056,5.09875204225788,"['TET1', 'GTF2E1', 'RAD23B']",0.655841224316517,0,0,3,"POU5F1",0.655841224316517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAX3",0.14523139757682,6.7,12.9271606535223,"['RAD23B']",0.655841224316517,0,0,1,"PAX3",0.655841224316517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IKZF1",0.160026982604705,6.0051724137931,11.0039550175546,"['TDG']",0.655841224316517,0,0,1,"IKZF1",0.655841224316517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRIM28",0.161091334729093,2.87746596276744,5.25363067770592,"['CCDC6', 'RNF4']",0.655841224316517,0,0,2,"TRIM28",0.655841224316517,2.61555467599302e-08,4.68259789867119e-05,0.823294409048584,0.822740969795238,0.153649775214451,0.439797125941866,0.769398120912818,0.704037590043007,0.696117084817375,NA,0.24483775305309
"NFYA",0.164902639640268,5.80444444444444,10.461930910589,"['CD74']",0.655841224316517,0,0,1,"NFYA",0.655841224316517,0.775960584444909,0.556285015749876,NA,NA,NA,0.541937904052692,0.101552276930383,NA,NA,NA,NA
"TARDBP",0.193577391044188,4.83425925925926,7.93823025747933,"['GTF2E1']",0.655841224316517,0,0,1,"TARDBP",0.655841224316517,2.02492318200968e-07,2.80871419198573e-07,0.711789076479266,0.71235248031676,0.313332619099057,0.0462644882618733,0.149779488692521,0.0742460104116887,0.649661884948599,0.0703464857031899,0.886766252886258
"NFATC1",0.193577391044188,4.83425925925926,7.93823025747933,"['GZF1']",0.655841224316517,0,0,1,"NFATC1",0.655841224316517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMARCA4",0.194242836198134,2.53991648243675,4.16202441531131,"['PHF10', 'ACTL6B']",0.655841224316517,0,0,2,"SMARCA4",0.655841224316517,0.000741663804358801,3.92781635088034e-06,0.54901277483813,0.546723972233587,0.707042637382733,0.684790835565308,0.249568063711089,0.14229652610327,0.438956492499356,NA,0.154714003947313
