Item ID	Item value	Change in Kuiper test statistic when item removed
NIBAN1	17.5428071079547	-0.0065359477124184995
CDKN1A	15.2585208777042	-0.0065359477124184995
XBP1	15.0850765776132	-0.0065359477124184995
TPI1	10.8364432616626	-0.0065359477124184995
HSPA5	16.1992630910122	-0.0065359477124184995
ARPC5L	11.3484990941412	-0.0065359477124184995
SLA	20.280012230992	0.05228758169934622
SLC1A5	16.5531237910259	-0.0065359477124184995
HSP90B1	15.272430785559	-0.0065359477124184995
ATP5MC1	11.5441521825703	-0.0065359477124184995
MLLT11	10.8149174106945	-0.005639037255414259
SLC7A5	17.4668367851973	-0.0065359477124184995
P4HA1	20.4114114804027	0.05228758169934622
PPA1	14.585191702952	-0.0065359477124184995
DDIT4	15.5266097016748	-0.0065359477124184995
NAMPT	17.575178586108	-0.005187136122697833
BHLHE40	10.8671700107391	-0.0065359477124184995
CALR	14.1988491736986	-0.0065359477124184995
