Set ID	Set N	Kuiper p-value (vs. background)	Kuiper q-value (vs. background)	Kuiper p-value (vs. uniform)	Kuiper q-value (vs. uniform)	Vector-average magnitude	Vector-average value
HALLMARK_NOTCH_SIGNALING	7	0.1	0.17333333333333337	0.4	0.4571428571428572	0.3145216273377118	3.4400728277543235
HALLMARK_ANGIOGENESIS	8	0.4	0.611764705882353	1.0	1.0	0.0679429956923265	8.987115844554653
HALLMARK_PANCREAS_BETA_CELLS	9	0.6	0.7428571428571428	0.1	0.13333333333333333	0.34107013932357116	12.033492333929084
HALLMARK_TGF_BETA_SIGNALING	10	0.1	0.17333333333333337	0.2	0.24615384615384617	0.16735984752005445	2.559326977449349
HALLMARK_HEDGEHOG_SIGNALING	10	0.5	0.6499999999999999	0.1	0.13333333333333333	0.4663902663427918	9.706100821062577
HALLMARK_APICAL_SURFACE	11	0.4	0.611764705882353	0.5	0.5333333333333333	0.16132610553056498	23.5863200067314
HALLMARK_WNT_BETA_CATENIN_SIGNALING	12	0.6	0.7428571428571428	0.2	0.24615384615384617	0.362433324167825	11.300866515416669
HALLMARK_IL6_JAK_STAT3_SIGNALING	14	0.4	0.611764705882353	0.1	0.13333333333333333	0.2223627397723029	16.74908752683784
HALLMARK_PROTEIN_SECRETION	16	0.0103	0.026779999999999998	0.0	0.0	0.748805512536581	11.645086735056866
HALLMARK_CHOLESTEROL_HOMEOSTASIS	18	0.5	0.6499999999999999	0.0	0.0	0.6443791777209248	11.783642634656738
HALLMARK_PI3K_AKT_MTOR_SIGNALING	20	0.1	0.17333333333333337	0.0	0.0	0.5137686518642807	12.002418884549993
HALLMARK_PEROXISOME	21	0.4	0.611764705882353	0.0	0.0	0.5471601784848641	11.345915807490023
HALLMARK_ANDROGEN_RESPONSE	21	0.5	0.6499999999999999	0.0026	0.007466666666666667	0.250928549652741	10.804023347966389
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	22	0.2	0.325	0.0	0.0	0.7640820091873335	11.176776472360089
HALLMARK_MITOTIC_SPINDLE	23	1.0	1.0	0.0143	0.0208	0.13195536970608795	9.64213577528846
HALLMARK_BILE_ACID_METABOLISM	23	0.8	0.8666666666666667	0.0	0.0	0.31643525983077164	11.44949774227814
HALLMARK_INTERFERON_ALPHA_RESPONSE	25	0.4	0.611764705882353	0.0028	0.007466666666666667	0.1708490059703827	11.534552445678809
HALLMARK_MYC_TARGETS_V2	26	0.006	0.017333333333333333	0.0	0.0	0.9464883480803946	10.920956306293675
HALLMARK_SPERMATOGENESIS	28	0.4	0.611764705882353	0.0058	0.0116	0.2574720023507905	10.933223402033004
HALLMARK_HEME_METABOLISM	32	0.9	0.9359999999999999	0.0	0.0	0.4591966905558617	11.368462025722462
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	33	0.0	0.0	0.0	0.0	0.9720601704209743	11.577108073666393
HALLMARK_UV_RESPONSE_DN	35	2.0E-4	0.0017333333333333333	0.0012	0.0048	0.2943472442569205	0.002028653087751963
HALLMARK_COAGULATION	37	0.8	0.8666666666666667	0.0	0.0	0.4468911723623044	11.361727113808056
HALLMARK_G2M_CHECKPOINT	37	0.1	0.17333333333333337	0.0	0.0	0.5732247917517718	11.93666129708795
HALLMARK_FATTY_ACID_METABOLISM	38	0.0034	0.012628571428571428	0.0	0.0	0.6550404933989892	11.717627683389502
HALLMARK_ALLOGRAFT_REJECTION	38	0.4633	0.6339894736842105	0.0	0.0	0.3136452530791138	12.503630353160744
HALLMARK_INTERFERON_GAMMA_RESPONSE	40	0.1	0.17333333333333337	1.0E-4	8.0E-4	0.29142400040321176	12.862731814494055
HALLMARK_KRAS_SIGNALING_DN	41	0.2	0.325	0.01	0.017777777777777778	0.18368666327859512	10.619014791922321
HALLMARK_DNA_REPAIR	44	0.0	0.0	0.0	0.0	0.9384722273404638	11.163591208294244
HALLMARK_COMPLEMENT	44	0.4374	0.6318	0.0	0.0	0.4589160359830096	11.790349478806348
HALLMARK_INFLAMMATORY_RESPONSE	44	0.0186	0.04396363636363636	0.0127	0.020319999999999998	0.052889205095287196	11.726597054427874
HALLMARK_E2F_TARGETS	45	0.0011	0.00715	0.0	0.0	0.7445380571797182	11.656207715695992
HALLMARK_APICAL_JUNCTION	46	0.0345	0.07475	0.0036	0.008228571428571429	0.025174837661027242	9.02731027566369
HALLMARK_UV_RESPONSE_UP	46	0.0054	0.017333333333333333	0.0	0.0	0.6247592444739547	11.308271474324858
HALLMARK_KRAS_SIGNALING_UP	47	0.0027	0.0117	3.0E-4	0.0015999999999999999	0.2548737046629284	8.37237265914509
HALLMARK_XENOBIOTIC_METABOLISM	47	0.0565	0.10492857142857144	0.0	0.0	0.4622254273453577	12.036197593094565
HALLMARK_ESTROGEN_RESPONSE_EARLY	47	0.748	0.8666666666666667	1.0E-4	8.0E-4	0.3467245286688088	11.031975947854406
